FAUX;Jost;Weber;m;LU;CE;Centre;Membre;Conservateur puis libéral;1870-12-02;1868-07-07;
FAUX;Robert;Weber;m;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;1943-11-24;1922-12-04;
FAUX;Johann;Weber;m;BE;CE;Gauche;Membre;Démocrate puis radical;1875-12-06;1868-12-08;
FAUX;Jakob Rudolf;Weber;m;BE;CE;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1957-12-01;1935-12-02;
FAUX;Joseph;Weber;m;GL;CE;Centre;Membre;Libéral;1884-06-02;1849-05-02;
FAUX;Alfred;Weber;m;UR;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1979-11-25;1963-12-02;
FAUX;Max;Weber;m;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;1971-11-28;1955-12-05;
FAUX;Hans;Weber;m;BE;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1971-11-28;1951-12-03;
FAUX;Monika;Weber;f;ZH;CE;Groupe AdI/PEP;Membre;Alliance des Indépendants;1998-04-29;1987-11-30;
FAUX;Joachim;Weber;m;SZ;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1975-11-30;1967-12-04;
FAUX;Johann;Weber;m;BE;CE;Gauche;Membre;Démocrate puis radical;1875-12-06;1868-12-08;
FAUX;Jakob Rudolf;Weber;m;BE;CE;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1957-12-01;1935-12-02;
FAUX;Hans;Weber;m;AG;CN;Centre;Membre;Libéral;1875-12-06;1872-12-03;
FAUX;Karl;Weber;m;SZ;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;1991-11-24;1979-11-26;
FAUX;Max;Weber;m;ZH;CF;;;Parti socialiste suisse;1954-01-31;1951-12-13;
FAUX;Marie-Thérèse;Weber-Gobet;f;FR;CN;Groupe des Verts;Membre;Parti chrétien-social;2011-12-04;2008-12-01;
FAUX;Bernard;Weck;m;FR;CE;Groupe conservateur-catholique;Président(e);Conservateurs;1950-03-01;1925-09-21;
FAUX;Bernard;Weck;m;FR;CE;Groupe conservateur-catholique;Membre;Conservateurs;1950-03-01;1925-09-21;
FAUX;Bernard;Weck;m;FR;CE;Groupe conservateur-catholique;Membre;Conservateurs;1950-03-01;1925-09-21;
FAUX;Johann Baptist;Weder;m;SG;CE;;Membre;Parti radical-démocratique suisse;1857-12-07;1855-07-07;
FAUX;Johann Baptist;Weder;m;SG;CN;;Membre;Parti radical-démocratique suisse;1860-12-02;1858-07-06;
FAUX;Johann Baptist;Weder;m;SG;CN;Centre;Membre;Parti radical-démocratique suisse;1872-10-18;1861-07-02;
FAUX;Johann Baptist;Weder;m;SG;CE;;Membre;Parti radical-démocratique suisse;1857-12-07;1855-07-07;
FAUX;Johann Baptist;Weder;m;SG;CN;;Membre;Parti radical-démocratique suisse;1851-12-01;1848-11-07;
FAUX;Hansjürg;Weder;m;BS;CN;Groupe AdI/PEP;Membre;Alliance des Indépendants;1995-12-03;1983-11-28;
FAUX;Johann Baptist;Weder;m;SG;CN;;Membre;Parti radical-démocratique suisse;1872-10-18;1861-07-02;
FAUX;Johann Baptist;Weder;m;SG;CE;;Président(e);Parti radical-démocratique suisse;1857-12-07;1855-07-07;
VRAI;Laurent;Wehrli;m;VD;CN;Groupe libéral-radical;Membre;PLR.Les Libéraux-Radicaux;;2015-11-30;
FAUX;Reto;Wehrli;m;SZ;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;2007-12-02;2003-12-01;
FAUX;Reto;Wehrli;m;SZ;CN;Groupe PDC/PEV/PVL;Membre;Parti démocrate-chrétien suisse;2011-12-04;2007-12-03;
FAUX;Thomas;Weibel;m;ZH;CN;Groupe PDC/PEV/PVL;Membre;Parti vert'libéral;2011-12-04;2007-12-10;
VRAI;Thomas;Weibel;m;ZH;CN;Groupe vert'libéral;Membre;Parti vert'libéral;;2015-11-30;
FAUX;Thomas;Weibel;m;ZH;CN;Groupe vert'libéral;Membre;Parti vert'libéral;2015-11-29;2011-12-05;
FAUX;Jos. Leonz;Weibel;m;LU;CN;;Membre;Parti radical-démocratique suisse;1896-12-07;1894-12-04;
FAUX;Josef;Weibel;m;LU;CN;Groupe socialiste;Membre;Parti socialiste suisse;1935-12-01;1922-12-04;
FAUX;Rainer;Weibel;m;BE;CN;Groupe conservateur-catholique;Membre;Conservateurs;1967-12-03;1955-12-05;
FAUX;Felix;Weidmann;m;ZH;CN;Groupe libéral démocrate;Membre;Libéral;1849-09-02;1848-11-07;
FAUX;Peter;Weigelt;m;SG;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;2003-11-30;1995-12-04;
FAUX;Peter;Weigelt;m;SG;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;2006-09-15;2003-12-01;
FAUX;Joh. August;Weingart;m;BE;CN;Gauche;Membre;Parti radical-démocratique suisse;1860-12-03;1848-11-07;
FAUX;Heinrich-Julius;Weisflog;m;ZH;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1925-12-06;1924-09-29;
FAUX;Heinrich-Julius;Weisflog;m;ZH;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1931-12-06;1928-12-03;
FAUX;Placidus sen.;Weissenbach;m;AG;CE;Gauche;Membre;Libéral;1858-05-02;1849-04-17;
FAUX;Robert;Weissenbach;m;AG;CN;;Membre;Conservateurs;1893-05-02;1890-12-02;
FAUX;Placidus jun.;Weissenbach;m;AG;CN;Gauche;Membre;Libéral;1874-05-02;1872-12-03;
FAUX;Erich;Weisskopf;m;BE;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1971-11-28;1963-12-02;
FAUX;Hermann;Wellauer;m;TG;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1991-11-24;1975-12-01;
FAUX;Rudolf;Welter;m;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;1979-11-25;1956-03-05;
FAUX;Fr. Emil;Welti;m;AG;CE;Centre;Président(e);Libéral;1866-12-03;1857-06-10;
FAUX;Fr. Emil;Welti;m;AG;CE;Centre;Président(e);Libéral;1866-12-03;1857-06-10;
FAUX;Franz;Welti;m;BS;CN;Groupe communiste;Membre;Parti communiste;1932-09-01;1925-12-07;
FAUX;Fr. Emil;Welti;m;AG;CF;;;Libéral;1892-01-01;1866-12-09;
FAUX;Fr. Emil;Welti;m;AG;CE;Gauche;Membre;Libéral;1866-12-03;1857-06-10;
FAUX;Adolf;Welti;m;AG;CN;Groupe socialiste;Membre;Parti socialiste suisse;1943-12-05;1922-12-04;
FAUX;J.-P.-Louis;Wenger;m;VD;CE;;Membre;Parti radical-démocratique suisse;1861-08-12;1855-07-03;
FAUX;Rico;Wenger;m;SH;CE;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2002-06-10;1999-12-06;
FAUX;Otto M.;Wenger;m;BE;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1971-11-28;1963-12-02;
FAUX;J.-P.-Louis;Wenger;m;VD;CE;;Membre;Parti radical-démocratique suisse;1849-03-02;1848-11-07;
FAUX;J.-P.-Louis;Wenger;m;VD;CN;;Membre;Parti radical-démocratique suisse;1854-05-02;1851-12-02;
FAUX;Gustav;Wenk;m;BS;CE;Groupe socialiste;Président(e);Parti socialiste suisse;1956-03-13;1935-12-02;
FAUX;Willi;Wenk;m;BS;CE;Groupe socialiste;Membre;Parti socialiste suisse;1979-03-01;1967-12-04;
FAUX;Gustav;Wenk;m;BS;CE;Groupe socialiste;Membre;Parti socialiste suisse;1956-03-13;1935-12-02;
FAUX;Willi;Wenk;m;BS;CE;Groupe socialiste;Président(e);Parti socialiste suisse;1979-03-01;1967-12-04;
FAUX;Gustav;Wenk;m;BS;CE;Groupe socialiste;Membre;Parti socialiste suisse;1956-03-13;1935-12-02;
FAUX;Willi;Wenk;m;BS;CE;Groupe socialiste;Membre;Parti socialiste suisse;1979-03-01;1967-12-04;
VRAI;Cédric;Wermuth;m;AG;CN;Groupe socialiste;Membre;Parti socialiste suisse;;2015-11-30;
FAUX;Cédric;Wermuth;m;AG;CN;Groupe socialiste;Membre;Parti socialiste suisse;2015-11-29;2011-12-05;
FAUX;François-Romain;Werro;m;FR;CE;Centre;Membre;Conservateurs modérés;1860-05-02;1858-07-06;
FAUX;J.-M.-Albert;Wessel;m;GE;CN;Centre;Membre;Parti libéral suisse;1869-12-06;1866-12-04;
FAUX;J.-M.-Albert;Wessel;m;GE;CE;Centre;Membre;Parti libéral suisse;1880-09-02;1878-12-03;
FAUX;Ernst;Wetter;m;ZH;CF;;;Parti radical-démocratique suisse;1943-12-31;1938-12-15;
FAUX;Ernst;Wetter;m;ZH;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1938-12-15;1929-12-03;
FAUX;Oskar;Wettstein;m;ZH;CE;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1939-12-03;1914-12-07;
FAUX;Oskar;Wettstein;m;ZH;CE;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1939-12-03;1914-12-07;
FAUX;Oskar;Wettstein;m;ZH;CE;Groupe radical-démocratique;Président(e);Parti radical-démocratique suisse;1939-12-03;1914-12-07;
FAUX;Max Sigmund;Wey;m;LU;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1953-07-31;1935-12-02;
FAUX;Max Sigmund;Wey;m;LU;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1953-07-31;1935-12-02;
FAUX;Max Sigmund;Wey;m;LU;CN;Groupe radical-démocratique;Président(e);Parti radical-démocratique suisse;1953-07-31;1935-12-02;
FAUX;Hermann;Weyeneth;m;BE;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2007-12-02;2003-12-01;
FAUX;Hermann;Weyeneth;m;BE;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2003-11-30;1995-12-04;
FAUX;Hermann;Weyeneth;m;BE;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;1995-12-03;1994-06-01;
FAUX;Albrecht;Weyermann;m;BE;CN;;Membre;Parti radical-démocratique suisse;1857-12-07;1851-12-02;
FAUX;Hugo;Wick;m;BS;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1987-11-29;1983-11-28;
FAUX;Hugo;Wick;m;BS;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1995-12-03;1991-11-25;
FAUX;Karl;Wick;m;LU;CN;Groupe conservateur-catholique;Membre;Conservateurs;1963-12-01;1931-12-01;
FAUX;Franz;Wicki;m;LU;CE;Groupe démocrate-chrétien;Vice-président(e);Parti démocrate-chrétien suisse;2007-12-02;2003-12-01;
VRAI;Hans;Wicki;m;NW;CE;Groupe libéral-radical;Membre;PLR.Les Libéraux-Radicaux;;2015-11-30;
FAUX;Franz;Wicki;m;LU;CE;Groupe démocrate-chrétien;Vice-président(e);Parti démocrate-chrétien suisse;2003-11-30;1995-12-04;
FAUX;Nelly;Wicky;f;GE;CN;Groupe du Parti du travail;Membre;Parti suisse du Travail;1975-11-30;1971-11-29;
FAUX;Sigmund;Widmer;m;ZH;CN;Groupe indépendant;Membre;Alliance des Indépendants;1991-11-24;1974-06-10;
FAUX;Hans;Widmer;m;LU;CN;Groupe socialiste;Membre;Parti socialiste suisse;2007-12-02;2003-12-01;
FAUX;K. Arthur;Widmer;m;AG;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1919-11-01;1917-12-03;
FAUX;Sigmund;Widmer;m;ZH;CN;Groupe indépendant;Membre;Alliance des Indépendants;1966-06-05;1963-12-02;
FAUX;Joh. Jakob;Widmer;m;ZH;CN;Centre;Membre;Libéral;1879-01-11;1863-12-08;
FAUX;Franz;Widmer;m;LU;CN;Gauche;Membre;Libéral;1863-05-29;1860-12-04;
FAUX;Hans-Gottlieb;Widmer;m;ZH;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1939-05-21;1935-12-02;
FAUX;Hans;Widmer;m;LU;CN;Groupe socialiste;Membre;Parti socialiste suisse;2010-05-30;2007-12-03;
FAUX;Hans;Widmer;m;LU;CN;Groupe socialiste;Membre;Parti socialiste suisse;2003-11-30;1996-09-16;
FAUX;Franz Xaver;Widmer;m;AG;CN;;Membre;Conservateurs;1896-12-07;1892-12-06;
FAUX;Bernhard;Widmer;m;ZH;CN;Groupe conservateur-catholique;Membre;Conservateurs;1947-11-30;1928-12-03;
FAUX;Walter;Widmer-Kunz;m;AG;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1967-12-03;1947-12-01;
FAUX;Eveline;Widmer-Schlumpf;f;GR;CF;;;;2015-12-31;2007-12-12;
FAUX;Hans Werner;Widrig;m;SG;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1991-11-24;1987-11-30;
FAUX;Hans Werner;Widrig;m;SG;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;2003-11-30;1995-12-04;
FAUX;Roland;Wiederkehr;m;ZH;CN;Groupe évangélique et indépendant;Membre;Alliance des Indépendants;2003-11-30;1999-12-06;
FAUX;Roland;Wiederkehr;m;ZH;CN;Groupe évangélique et indépendant;Membre;Alliance des Indépendants;2003-11-30;1999-12-06;
FAUX;Roland;Wiederkehr;m;ZH;CN;Groupe AdI/PEP;Membre;Alliance des Indépendants;1995-12-03;1987-11-30;
FAUX;Roland;Wiederkehr;m;ZH;CN;Groupe AdI/PEP;Membre;Alliance des Indépendants;1999-12-05;1995-12-04;
FAUX;Roland;Wiederkehr;m;ZH;CN;Groupe évangélique et indépendant;Président(e);Alliance des Indépendants;2003-11-30;1999-12-06;
FAUX;Woldemar;Wiedmer;m;BE;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1945-09-01;1943-12-06;
FAUX;Johann Jakob;Wieland;m;ZH;CN;Groupe libéral démocrate;Membre;Libéral;1849-01-01;1848-11-07;
FAUX;Karl Emil;Wild;m;SG;CN;;Membre;Parti radical-démocratique suisse;1919-11-01;1893-12-05;
FAUX;Karl Emil;Wild;m;SG;CN;;Président(e);Parti radical-démocratique suisse;1919-11-01;1893-12-05;
FAUX;Johannes;Wild;m;ZH;CN;Groupe libéral démocrate;Membre;Libéral;1849-09-02;1848-11-07;
FAUX;Karl Emil;Wild;m;SG;CN;;Membre;Parti radical-démocratique suisse;1919-11-01;1893-12-05;
FAUX;Samuel;Wildi;m;AG;CN;Gauche;Membre;Libéral;1869-12-06;1868-07-07;
FAUX;Jean;Wilhelm;m;BE;CN;Groupe conservateur-catholique sociale;Membre;Parti conservateur chrétien-social;1979-11-30;1959-12-07;
FAUX;Jean;Wilhelm;m;JU;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1983-11-27;1979-12-01;
FAUX;Eduard;Will;m;BE;CN;;Membre;Parti radical-démocratique suisse;1919-11-01;1896-12-08;
FAUX;J.-Louis;Willemin;m;GE;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1922-12-03;1920-01-01;
FAUX;J.-Louis;Willemin;m;GE;CN;;Membre;Parti radical-démocratique suisse;1917-12-02;1911-12-04;
FAUX;Georg;Willi;m;GR;CE;Groupe conservateur-catholique;Membre;Conservateurs;1938-12-01;1935-06-03;
FAUX;Josef;Winiger;m;LU;CE;;Membre;Conservateurs;1929-08-09;1897-12-07;
FAUX;Josef;Winiger;m;LU;CE;;Membre;Conservateurs;1929-08-09;1897-12-07;
FAUX;Josef;Winiger;m;LU;CE;;Président(e);Conservateurs;1929-08-09;1897-12-07;
FAUX;Vinzenz;Winiker;m;LU;CN;Groupe conservateur-catholique;Membre;Conservateurs;1931-12-06;1925-12-07;
FAUX;Vinzenz;Winiker;m;LU;CN;Groupe conservateur-catholique;Membre;Conservateurs;1951-12-02;1943-12-06;
FAUX;Johann;Winkler;m;LU;CE;Gauche;Membre;Libéral;1859-12-02;1858-07-06;
FAUX;Rudolf;Winkler;m;ZH;CN;Groupe BD;Membre;Parti bourgeois-démocratique suisse;2015-11-29;2015-03-02;
FAUX;Johannes;Winzeler;m;SH;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1925-12-06;1925-03-16;
FAUX;Johannes;Winzeler;m;SH;CE;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1947-11-30;1928-03-03;
FAUX;Emil;Wipfli;m;UR;CE;Groupe conservateur-catholique sociale;Membre;Conservateurs;1971-11-28;1953-06-01;
FAUX;Josef;Wipfli;m;UR;CE;Groupe conservateur-catholique;Membre;Conservateurs;1926-03-04;1925-06-02;
FAUX;Emil;Wipfli;m;UR;CE;Groupe conservateur-catholique;Membre;Conservateurs;1971-11-28;1953-06-01;
FAUX;Emil;Wipfli;m;UR;CE;Groupe conservateur-catholique sociale;Président(e);Conservateurs;1971-11-28;1953-06-01;
FAUX;Daniel;Wirth;m;SG;CN;Centre;Membre;Parti radical-démocratique suisse;1878-12-02;1869-12-07;
FAUX;Daniel;Wirth;m;SG;CE;Centre;Membre;Parti radical-démocratique suisse;1869-12-06;1867-07-02;
FAUX;Daniel;Wirth;m;SG;CE;Centre;Membre;Parti radical-démocratique suisse;1865-06-02;1864-07-05;
FAUX;Daniel;Wirth;m;SG;CN;Centre;Président(e);Parti radical-démocratique suisse;1878-12-02;1869-12-07;
FAUX;Daniel;Wirth;m;SG;CN;Centre;Membre;Parti radical-démocratique suisse;1878-12-02;1869-12-07;
FAUX;Theodor;Wirz;m;OW;CE;;Président(e);Conservateurs;1901-09-13;1872-12-03;
FAUX;Hans;Wirz;m;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;1919-10-01;1919-01-27;
FAUX;Theodor;Wirz;m;OW;CN;;Membre;Conservateurs;1872-12-02;1871-07-04;
FAUX;Adalbert;Wirz;m;OW;CE;;Président(e);Conservateurs;1925-09-14;1901-12-02;
FAUX;Franz;Wirz;m;OW;CN;;Membre;Conservateurs;1866-12-03;1848-11-07;
FAUX;Robert;Wirz;m;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;1930-06-06;1922-12-04;
FAUX;Theodor;Wirz;m;OW;CE;;Membre;Conservateurs;1901-09-13;1872-12-03;
FAUX;Adalbert;Wirz;m;OW;CE;;Membre;Conservateurs;1925-09-14;1901-12-02;
FAUX;Theodor;Wirz;m;OW;CE;;Membre;Conservateurs;1901-09-13;1872-12-03;
FAUX;Adalbert;Wirz;m;OW;CE;;Membre;Conservateurs;1925-09-14;1901-12-02;
FAUX;Christine;Wirz-von Planta;f;BS;CN;Groupe libéral;Membre;Parti libéral suisse;2003-11-30;2001-09-17;
FAUX;Milli;Wittenwiler;f;SG;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;1995-12-03;1991-11-25;
FAUX;Milli;Wittenwiler;f;SG;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;2003-11-30;1995-12-04;
VRAI;Walter;Wobmann;m;SO;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;;2015-11-30;
FAUX;Walter;Wobmann;m;SO;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2015-11-29;2011-12-05;
FAUX;Walter;Wobmann;m;SO;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2007-12-02;2003-12-01;
FAUX;Walter;Wobmann;m;SO;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2011-12-04;2007-12-03;
FAUX;Edgar;Woog;m;ZH;CN;;Membre;Parti suisse du Travail;1955-12-04;1947-12-01;
FAUX;Friedrich;Wüest;m;LU;CN;Gauche;Membre;Libéral;1891-04-02;1881-12-06;
FAUX;Albert;Wuilliamoz;m;VD;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1931-12-06;1922-12-04;
FAUX;Paul Ch.;Wulliémoz;m;VD;CN;;Membre;Parti radical-démocratique suisse;1883-03-02;1871-07-04;
FAUX;Eugen;Wullschleger;m;BS;CN;;Membre;Parti socialiste suisse;1917-12-02;1912-03-04;
FAUX;Eugen;Wullschleger;m;BS;CE;Groupe socialiste;Membre;Parti socialiste suisse;1928-12-02;1925-12-07;
FAUX;Eugen;Wullschleger;m;BS;CN;;Membre;Grutléens et socialistes;1902-08-01;1896-12-08;
FAUX;Hans;Wunderli;m;ZH;CN;;Membre;Parti libéral suisse;1899-12-04;1893-12-05;
FAUX;Karl J.;Wunderli;m;ZH;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1925-12-06;1919-12-01;
FAUX;Karl J.;Wunderli;m;ZH;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1943-12-05;1926-09-27;
FAUX;Jos. Felix Marin;Würth;m;SG;CE;Gauche;Membre;Parti radical-démocratique suisse;1852-12-02;1851-07-08;
FAUX;Ernst;Wüthrich;m;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;1975-11-30;1959-12-07;
FAUX;Fritz-Charles;Wüthrich;m;ZH;CN;Groupe indépendant;Membre;Alliance des Indépendants;1939-12-03;1935-12-02;
FAUX;Hans;Wyer;m;VS;CN;Groupe conservateur-catholique sociale;Membre;Parti conservateur chrétien-social;1977-04-30;1967-12-04;
FAUX;Didier;Wyler;m;TI;CN;Groupe socialiste;Membre;Parti socialiste suisse;1979-11-25;1967-02-27;
FAUX;Alois (Louis);Wyrsch;m;NW;CN;Centre;Membre;Libéral;1872-12-02;1860-12-04;
FAUX;Melchior Jos.;Wyrsch;m;NW;CN;;Membre;Conservateurs;1857-12-07;1854-12-05;
FAUX;Melchior Jos.;Wyrsch;m;NW;CN;;Membre;Conservateurs;1851-12-01;1848-11-07;
FAUX;Jakob Konst.;Wyrsch;m;NW;CE;;Membre;Conservateurs;1925-04-01;1894-06-05;
FAUX;Alfred;Wyrsch;m;AG;CN;;Membre;Conservateurs;1924-07-09;1907-04-02;
FAUX;William;Wyss;m;BE;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;1995-12-03;1992-11-30;
FAUX;Edmund;Wyss;m;BS;CN;Groupe socialiste;Membre;Parti socialiste suisse;1971-11-28;1959-12-07;
FAUX;William;Wyss;m;BE;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;1991-11-24;1987-11-30;
FAUX;Paul;Wyss;m;BS;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;1994-06-30;1977-11-28;
FAUX;Ursula;Wyss;f;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;2007-12-02;2003-12-01;
FAUX;William;Wyss;m;BE;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;1999-12-05;1995-12-04;
FAUX;Brigit;Wyss;f;SO;CN;Groupe des Verts;Membre;Parti écologiste suisse;2011-12-04;2007-12-03;
FAUX;Ursula;Wyss;f;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;2013-03-03;2011-12-05;
FAUX;Brigit;Wyss;f;SO;CN;Groupe des Verts;Vice-président(e);Parti écologiste suisse;2011-12-04;2007-12-03;
FAUX;Ursula;Wyss;f;BE;CN;Groupe socialiste;Président(e);Parti socialiste suisse;2011-12-04;2007-12-03;
FAUX;S. J. Ernst;Wyss;m;BE;CN;;Membre;Parti libéral suisse;1914-12-06;1899-12-05;
FAUX;Ursula;Wyss;f;BE;CN;Groupe socialiste;Président(e);Parti socialiste suisse;2007-12-02;2003-12-01;
FAUX;S. J. Ernst;Wyss;m;BE;CN;;Membre;Parti libéral suisse;1896-12-07;1893-12-05;
FAUX;Ursula;Wyss;f;BE;CN;Groupe socialiste;Président(e);Parti socialiste suisse;2013-03-03;2011-12-05;
FAUX;Ursula;Wyss;f;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;2003-11-30;1999-12-06;
FAUX;Ludwig;Wyss;m;BE;CN;Gauche;Membre;Parti radical-démocratique suisse;1872-04-20;1863-12-08;
FAUX;Jean;Yersin;m;VD;CN;Groupe libéral-démocratique;Membre;Parti libéral suisse;1919-11-01;1914-03-23;
FAUX;Benigno;Zaccheo;m;TI;CE;;Membre;Parti radical-démocratique suisse;1857-12-07;1856-07-08;
FAUX;Guido;Zäch;m;AG;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;2003-07-11;1999-12-06;
FAUX;Roberto;Zanetti;m;SO;CE;Groupe socialiste;Membre;Parti socialiste suisse;2015-11-29;2011-12-05;
FAUX;Roberto;Zanetti;m;SO;CE;Groupe socialiste;Membre;Parti socialiste suisse;2011-12-04;2010-03-01;
VRAI;Roberto;Zanetti;m;SO;CE;Groupe socialiste;Membre;Parti socialiste suisse;;2015-11-30;
VRAI;Claudio;Zanetti;m;ZH;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;;2015-11-30;
FAUX;Roberto;Zanetti;m;SO;CN;Groupe socialiste;Membre;Parti socialiste suisse;2003-11-30;1999-12-06;
FAUX;Hans Rudolf;Zangger;m;ZH;CE;Gauche démocratique;Membre;Démocrates;1878-12-02;1875-12-07;
FAUX;J. Heinrich;Zangger;m;ZH;CN;Gauche;Membre;Libéral;1863-12-07;1851-12-02;
FAUX;Hans Rudolf;Zangger;m;ZH;CN;Gauche démocratique;Membre;Démocrates;1875-12-06;1866-12-04;
FAUX;Rosmarie;Zapfl;f;ZH;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;2003-11-30;1995-12-04;
FAUX;Rosmarie;Zapfl;f;ZH;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;2006-12-14;2003-12-01;
FAUX;Hans;Zbinden;m;AG;CN;Groupe socialiste;Membre;Parti socialiste suisse;2002-03-22;1995-12-04;
FAUX;Hans;Zbinden;m;AG;CN;Groupe socialiste;Membre;Parti socialiste suisse;1991-11-24;1987-11-30;
FAUX;Paul;Zbinden;m;FR;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1991-11-24;1975-12-01;
FAUX;Hans;Zbinden;m;AG;CN;Groupe socialiste;Membre;Parti socialiste suisse;1995-12-03;1993-06-01;
FAUX;Alois;Zehnder;m;ZG;CE;Groupe conservateur-catholique;Membre;Conservateurs;1966-12-31;1951-03-27;
FAUX;Herbert;Zehnder;m;AG;CN;Groupe socialiste;Membre;Parti socialiste suisse;1987-11-29;1975-12-01;
